0.200000,0.200000,0.200000,0.400000,0.079342,0.110192,0.057874,0.752592,0.078732,0.114384,0.049175,0.757709,0.000000,0.000000,0.000000,1.000000,0.100000,0.200000,0.000000,0.700000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.025459,0.205726,0.005926,0.762889,0.032669,0.199000,0.004168,0.764162,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.600000,0.400000,0.000000,0.025467,0.275514,0.496120,0.202899,0.026682,0.285590,0.497600,0.190128,0.000000,1.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.000000,0.000000,0.200000,0.800000,0.100343,0.057601,0.177726,0.664330,0.086008,0.058128,0.160967,0.694897,0.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.100000,0.800000,0.000000,1.000000,0.000000,0.000000,0.000000
0.200000,0.000000,0.600000,0.200000,0.029974,0.121904,0.239370,0.608751,0.026480,0.118830,0.238884,0.615806,0.000000,0.000000,0.000000,1.000000,0.200000,0.000000,0.200000,0.600000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.400000,0.600000,0.243336,0.020134,0.303914,0.432615,0.192967,0.019119,0.278792,0.509122,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.600000,0.100000,0.000000,0.000000,1.000000,0.000000,0.000000
0.000000,0.200000,0.000000,0.800000,0.042363,0.227152,0.032900,0.697585,0.044875,0.223848,0.030297,0.700979,0.000000,0.000000,0.000000,1.000000,0.000000,0.200000,0.000000,0.800000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.200000,0.800000,0.158749,0.011360,0.299724,0.530168,0.119857,0.010959,0.252057,0.617127,1.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.700000,0.100000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.600000,0.000000,0.400000,0.003087,0.830930,0.034967,0.131016,0.004371,0.819069,0.047440,0.129120,0.000000,1.000000,0.000000,0.000000,0.000000,0.700000,0.100000,0.200000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.400000,0.000000,0.600000,0.129084,0.159507,0.210247,0.501161,0.114866,0.156649,0.219844,0.508641,0.000000,1.000000,0.000000,0.000000,0.100000,0.100000,0.000000,0.800000,0.000000,0.000000,1.000000,0.000000,0.000000
0.000000,0.800000,0.000000,0.200000,0.183538,0.491051,0.041593,0.283818,0.176705,0.482384,0.051993,0.288918,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,0.000000,0.300000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.400000,0.600000,0.000000,0.048551,0.373209,0.440437,0.137803,0.050972,0.382981,0.441243,0.124804,0.000000,0.000000,1.000000,0.000000,0.100000,0.400000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
