-4.643000,0.410280,1.700000,-0.272540,-0.215720,-1.851800,-0.341680,0.513920,0.118180,-0.208660,0.605060,-0.504220,0.116030,0.218090,-0.171380,-0.418970,-0.221350,-0.016899,-0.039319,-0.194130,0.460530,0.114820,0.346740,-0.036744,0.291840,0.137940,0.135500,0.007697,-0.074069,0.346120,0.139900,-0.048974,0.068284,3.000000
-4.726600,0.412000,1.736600,-0.633160,-0.474350,-0.545590,0.219660,-0.063758,-0.051776,0.332730,0.778320,-0.190380,0.733450,0.205170,0.199060,-0.382690,0.167680,0.310370,-0.062794,0.015705,0.084962,-0.111910,0.009627,0.085027,-0.031476,-0.049672,0.136680,0.062186,-0.208990,-0.007808,0.198890,0.072540,0.053757,3.000000
-0.638730,1.935600,1.833700,-1.175100,0.989920,0.911440,-0.738460,0.708040,0.199330,0.389240,0.064339,-0.566450,-0.129480,0.272460,-0.042982,0.297260,0.398340,0.319660,0.089684,-0.300280,-0.001784,0.152850,0.170420,-0.184420,0.123790,0.035284,-0.043436,0.159120,0.027114,0.116970,0.175740,0.024714,-0.478560,2.000000
-5.581900,-0.266500,1.720800,-0.126110,-0.409120,-2.301900,0.398790,0.037786,0.073979,-0.020247,0.387360,-0.416550,-0.403290,0.069380,-0.126760,-0.060265,-0.299480,0.348450,-0.380030,-0.077368,0.191700,0.385990,-0.056073,0.242140,0.304320,-0.204020,0.132210,0.050006,-0.192430,0.039106,0.279520,0.201180,-0.057080,1.000000
-2.972700,0.857280,1.858800,-0.403410,-0.119670,2.137100,0.247260,0.003105,0.392780,0.164420,0.305700,-0.182510,0.595130,0.095755,-0.015317,-0.286640,0.167010,0.165700,-0.105130,-0.015042,0.343190,0.428300,0.048528,0.114580,0.173780,-0.179810,0.018122,0.446690,-0.107400,0.055946,0.072626,-0.051865,-0.050935,3.000000
-3.895700,0.161300,1.864300,-0.154420,-0.461290,1.460300,1.032900,-0.765240,0.323850,0.138900,-0.054760,0.366020,0.295980,0.081046,-0.031332,-0.675230,0.085991,-0.056472,0.023844,0.551380,0.041985,-0.031989,0.060853,-0.238560,0.041441,0.154000,0.030413,-0.115960,-0.056831,0.009065,-0.063198,-0.139390,-0.115630,2.000000
3.969800,-3.853000,2.868300,-1.589500,-1.692900,-0.339110,0.096836,2.534000,0.716840,-0.141870,0.000432,0.661580,-0.038928,-0.143420,-0.140920,-0.510220,-0.565230,0.356040,0.706970,-0.734780,0.131290,-0.085196,0.041033,-0.263870,0.239310,-0.158000,-0.084440,-0.157820,0.141770,-0.541800,0.086305,-0.703340,0.149250,1.000000
-2.372100,0.892250,0.842770,0.574730,0.324570,2.195300,-0.039167,0.140510,0.376990,-0.066033,0.241540,-0.183000,0.261460,0.315340,0.169060,0.025881,0.324300,0.000231,0.073520,-0.065635,-0.142470,0.221180,0.158120,0.173600,-0.073850,0.132550,-0.053556,0.039147,0.172090,0.108640,-0.006244,0.053849,-0.160210,3.000000
-4.349200,0.276170,0.713330,1.427200,0.143010,-0.693310,-0.080688,0.286220,0.035931,0.094981,0.542650,-0.402250,0.431520,0.365130,-0.050669,-0.395420,-0.070011,-0.304260,0.259470,0.094157,0.138460,-0.078709,0.181310,-0.201010,-0.110400,0.093824,0.304020,-0.047169,0.070415,0.127940,-0.218720,-0.176120,0.060668,3.000000
5.017500,0.397410,1.125000,1.681000,-1.189200,-0.278970,-0.405530,-0.723970,-0.330970,0.251700,-0.926580,-0.577710,0.250220,0.453030,-0.170040,-0.030322,0.477860,0.262530,0.263290,0.586140,0.437680,0.030647,0.100590,-0.148870,-0.016997,-0.333670,-0.155800,-0.234410,0.306660,-0.007715,-0.024572,0.088348,-0.341150,2.000000
