-0.038445,0.16328,0.010216,0.14571,-0.28753,0.20991,0.15177,-0.22636,-0.22985,-0.049664,-0.12379,-0.006071,0.19382,-0.10953,0.091951,0.06777,-0.0040151,0.0043868,-0.027817,0.038703,-0.0057517,-0.038016,0.076412,-0.14952,0.25476,-0.011193,-0.16038,0.14121,-0.01195,0.089656,0.065534,0.063398,-0.014252,-0.14124,-0.15528,0.043315,0.064098,0.14948,0.23157,0.085939,0.0026184,0.028369,0.046642,-0.083398,0.16785,0.049904,-0.094966,0.0043006,-0.043634,0.26151,0.02859,0.14558,-0.02501,0.048245,0.14582,0.044526,-0.18748,0.027868,0.022761,0.10869,-0.084477,-0.021607,-0.22505,-0.19159,-0.054604,-0.031242,0.14628,-0.051307,0.041081,-0.19163,-0.10127,0.011533,-0.17523,0.16799,-0.25946,0.3521,-0.0041653,-0.26665,0.20292,0.14371,0.05102,-0.16963,-0.19954,0.14664,-0.24894,0.0027656,0.034348,-0.11958,-0.082164,-0.12145,-0.24397,-0.014307,-0.090493,0.085572,0.030383,-0.00030849,-0.013689,-0.10829,-0.14351,-0.10411,0.069288,-0.1428,-0.0036839,-0.21656,-0.0062225,-0.060487,-0.0080588,0.068284,-0.065236,-0.079813,0.0097864,-0.16287,0.0028205,-0.055157,-0.020208,-0.083805,0.0051887,-0.062351,0.2115,-0.059173,-0.054572,0.010684,0.19327,0.32183,0.050997,-0.072238,0.1396,-0.12566,0.19549,0.14267,5,3
-0.020117,0.10305,0.0082118,0.16982,-0.28512,0.22013,0.17377,-0.18472,-0.22673,-0.07022,-0.12528,0.0031532,0.2191,-0.14969,0.080336,0.056572,0.0098217,0.014637,-0.060591,0.067741,-0.038767,-0.059094,0.042968,-0.10205,0.21694,-0.023408,-0.14899,0.12444,-0.039386,0.02276,0.067198,0.1081,0.0018962,-0.13962,-0.16469,0.061433,0.0068871,0.17579,0.17586,0.10507,0.015219,0.0198,-0.0046442,-0.035215,0.19678,0.036206,-0.089581,0.0082609,-0.022936,0.24651,0.02851,0.16017,0.010215,0.051301,0.10273,0.046236,-0.18965,0.052222,0.032615,0.10658,-0.014313,-0.04339,-0.19981,-0.1569,-0.03314,-0.05838,0.19547,-0.046083,0.04734,-0.18318,-0.087878,0.0077533,-0.17705,0.15869,-0.22314,0.36832,0.020304,-0.2811,0.14497,0.13387,0.040697,-0.17487,-0.19212,0.17894,-0.21552,0.0082216,0.053274,-0.14798,-0.066495,-0.14462,-0.18897,0.0084643,-0.13309,0.070607,0.0030679,0.013357,0.016299,-0.087935,-0.14382,-0.11895,0.079907,-0.12709,0.034495,-0.18429,-0.022499,-0.0078224,0.012135,0.065834,-0.052859,-0.073606,-0.0055713,-0.15406,0.021332,-0.058857,-0.018789,-0.11227,-0.049429,-0.020224,0.18875,0.0086454,-0.063207,0.019545,0.18762,0.30224,0.033157,-0.059692,0.15603,-0.11767,0.16891,0.13673,5,3
-0.034035,0.13556,0.0069722,0.16619,-0.29384,0.22829,0.19939,-0.19161,-0.22476,-0.07978,-0.11913,0.015598,0.22161,-0.13548,0.058129,0.071614,0.011551,-0.011012,-0.067018,0.051553,-0.035256,-0.031469,0.084666,-0.11964,0.23911,-0.035869,-0.15928,0.13176,-0.021063,0.041674,0.065138,0.072609,-0.000868,-0.13261,-0.17112,0.068249,0.016436,0.19524,0.20336,0.097977,-0.0073025,0.003137,0.044348,-0.081013,0.1923,0.038161,-0.10507,-0.0018946,-0.038188,0.28283,0.0089288,0.16276,-0.0084925,0.049565,0.12032,0.059696,-0.20239,0.057717,0.042681,0.11408,-0.063599,-0.050935,-0.20556,-0.18287,-0.025056,-0.048346,0.18638,-0.030716,0.035154,-0.19707,-0.076885,0.027293,-0.19623,0.18812,-0.26198,0.38135,0.0033091,-0.30962,0.1898,0.10205,0.027464,-0.19284,-0.20079,0.16707,-0.23262,0.019163,0.043308,-0.13374,-0.068164,-0.15986,-0.21835,0.045636,-0.12002,0.10379,0.016709,0.012167,-0.0068572,-0.11325,-0.12912,-0.11122,0.074525,-0.1362,0.019995,-0.22679,-0.020173,-0.035573,-0.0072757,0.047682,-0.079054,-0.082779,-0.0069229,-0.17576,0.022706,-0.07149,-0.017441,-0.10131,-0.047589,-0.030055,0.18102,-0.025292,-0.071855,0.026149,0.19816,0.32514,0.045022,-0.075123,0.16365,-0.12797,0.21781,0.12083,5,2
-0.056811,0.12709,0.028376,0.174,-0.25942,0.2228,0.18793,-0.17888,-0.21143,-0.091034,-0.11983,0.018604,0.23817,-0.12583,0.06988,0.060924,0.018164,0.0034174,-0.02451,0.059301,-0.028657,-0.04037,0.047646,-0.11763,0.22039,-0.036852,-0.15521,0.09148,-0.024335,0.020918,0.084938,0.084125,-0.00039618,-0.1164,-0.16864,0.058495,0.003842,0.18251,0.18779,0.095838,0.015104,0.036091,0.039273,-0.052472,0.18086,0.011768,-0.084744,-0.015466,-0.038916,0.27132,0.033478,0.1308,0.0045136,0.078704,0.12694,0.026293,-0.20086,0.051318,0.051573,0.11742,-0.042816,-0.0504,-0.20264,-0.19462,-0.016172,-0.041599,0.17806,-0.037204,0.031802,-0.17532,-0.056456,-0.0012831,-0.19396,0.20445,-0.23203,0.35858,-0.031874,-0.32106,0.17298,0.12128,0.032711,-0.16938,-0.18484,0.15415,-0.23938,0.019358,0.025245,-0.11979,-0.072669,-0.1521,-0.19875,0.036712,-0.13743,0.089017,0.00081201,-0.0030735,0.0096171,-0.097152,-0.12145,-0.11227,0.062008,-0.10593,0.0069054,-0.202,-0.031184,-0.027534,0.0089985,0.059608,-0.073159,-0.088625,-0.00016695,-0.18059,0.017972,-0.056875,-0.011359,-0.090836,-0.051763,-0.052062,0.19064,0.0046715,-0.048474,0.044351,0.18205,0.30344,0.037919,-0.061171,0.1586,-0.11226,0.17822,0.12328,5,1
-0.0461,0.11376,0.0032603,0.16445,-0.29072,0.19519,0.16774,-0.19218,-0.22827,-0.060867,-0.13177,0.0022673,0.2232,-0.1386,0.055683,0.070143,0.0040728,-0.0056814,-0.059114,0.044305,-0.006897,-0.037349,0.087165,-0.12739,0.22848,-0.047813,-0.13898,0.12574,-0.0071076,0.026852,0.07592,0.095721,-0.012004,-0.13688,-0.17805,0.057997,0.025725,0.16769,0.20807,0.1032,-0.0161,0.002028,0.047739,-0.062942,0.18996,0.033549,-0.098372,-0.0075474,-0.029324,0.28453,0.015993,0.14528,-0.0079201,0.065699,0.1177,0.038117,-0.18748,0.036923,0.041432,0.11895,-0.053883,-0.042549,-0.18847,-0.19329,-0.037599,-0.041619,0.18593,-0.043788,0.024188,-0.18969,-0.088705,0.023312,-0.18723,0.16708,-0.25939,0.36836,-0.0037627,-0.29337,0.18416,0.09721,0.026869,-0.19357,-0.19692,0.16384,-0.22012,0.022815,0.043033,-0.1272,-0.073055,-0.16361,-0.21749,0.016832,-0.13414,0.093787,0.013472,0.0088147,-0.0095389,-0.10436,-0.14312,-0.12148,0.063745,-0.14731,0.020554,-0.19785,-0.03287,-0.038374,0.0087213,0.053262,-0.06144,-0.085856,0.0092774,-0.15537,0.0076466,-0.050084,0.0025351,-0.095957,-0.031654,-0.026536,0.19642,0.0034843,-0.069868,0.033463,0.20909,0.31164,0.030179,-0.068273,0.17117,-0.12907,0.18114,0.12435,5,3
-0.025738,0.11532,0.01763,0.18081,-0.28124,0.2217,0.18527,-0.19436,-0.23152,-0.08046,-0.11256,-0.0040348,0.21276,-0.1505,0.074531,0.05048,0.014318,0.0048606,-0.040725,0.062956,-0.024803,-0.050419,0.048974,-0.10037,0.22193,-0.039181,-0.16463,0.11144,-0.02693,0.031185,0.087576,0.083735,-0.008421,-0.14111,-0.16033,0.079999,0.014567,0.17217,0.1695,0.10991,0.011478,0.022563,-0.00010527,-0.043715,0.18538,0.040488,-0.08637,-0.0016938,-0.047284,0.26633,0.0091067,0.14658,0.0077076,0.057913,0.11293,0.050697,-0.19733,0.055137,0.035839,0.1108,-0.038938,-0.048028,-0.19375,-0.16631,-0.025921,-0.054861,0.1988,-0.02874,0.049724,-0.19745,-0.069233,-0.0017875,-0.18743,0.18887,-0.23229,0.37891,0.0058927,-0.29846,0.15805,0.12774,0.049404,-0.16844,-0.188,0.1693,-0.22637,0.025211,0.043697,-0.1373,-0.063635,-0.15103,-0.21224,0.014827,-0.13093,0.099948,0.014593,0.00011414,0.0065631,-0.094736,-0.13464,-0.12311,0.073866,-0.11889,0.022874,-0.20386,-0.030457,-0.013216,0.021856,0.054142,-0.066149,-0.080149,-0.001999,-0.15975,0.02094,-0.059824,-0.013187,-0.093736,-0.045912,-0.027079,0.19123,0.0080249,-0.044899,0.016394,0.17804,0.29773,0.028676,-0.056686,0.14156,-0.12504,0.17519,0.12817,5,2
-0.034273,0.12205,0.012498,0.17093,-0.28337,0.21659,0.18343,-0.19253,-0.22835,-0.054396,-0.10656,0.003645,0.21135,-0.15373,0.068272,0.065156,0.018098,-0.0026097,-0.057392,0.055894,-0.01875,-0.047015,0.069094,-0.11045,0.23963,-0.030776,-0.15093,0.13249,-0.020143,0.044966,0.073452,0.082913,-0.0089477,-0.13837,-0.16067,0.066241,0.022046,0.17711,0.18273,0.10149,0.00022389,0.025593,0.021405,-0.050888,0.19006,0.046721,-0.098493,0.005882,-0.026797,0.26514,0.018119,0.15303,-0.0042004,0.04486,0.1181,0.058032,-0.19486,0.053009,0.033527,0.11622,-0.047874,-0.033588,-0.19199,-0.1791,-0.039551,-0.053072,0.19832,-0.043531,0.046088,-0.19751,-0.092143,0.0057199,-0.18047,0.17292,-0.24322,0.36493,0.010349,-0.30014,0.17365,0.11968,0.053829,-0.18742,-0.19327,0.16644,-0.22492,0.011435,0.051288,-0.12954,-0.061663,-0.13362,-0.20514,0.01984,-0.11289,0.082353,0.023637,0.012076,0.001866,-0.092492,-0.13321,-0.12349,0.065691,-0.12293,0.021546,-0.19973,-0.021868,-0.02968,0.0027509,0.054852,-0.065396,-0.077885,-0.0012392,-0.16487,0.026334,-0.075732,-0.01016,-0.10139,-0.038554,-0.027857,0.1941,-0.006906,-0.06119,0.028152,0.20668,0.32505,0.031091,-0.06441,0.15568,-0.11284,0.1944,0.13149,5,1
-0.050711,0.1268,0.0092082,0.17271,-0.29099,0.22021,0.19344,-0.19719,-0.22078,-0.05357,-0.10641,0.00079219,0.21469,-0.14137,0.059481,0.061205,0.021058,-0.0036382,-0.069676,0.049659,-0.011097,-0.035807,0.060899,-0.11203,0.23171,-0.039118,-0.13914,0.11831,-0.02258,0.049938,0.066189,0.086218,-0.0052216,-0.12809,-0.16076,0.072868,0.016384,0.17341,0.18381,0.11228,0.0028091,0.030389,0.0037911,-0.031253,0.19036,0.051573,-0.092215,0.0064307,-0.036192,0.25841,0.02876,0.15453,0.0011917,0.041667,0.12454,0.05028,-0.20366,0.048512,0.044206,0.12584,-0.041176,-0.02281,-0.20276,-0.19124,-0.03761,-0.055915,0.19671,-0.042689,0.039939,-0.19804,-0.087857,0.0081635,-0.17307,0.17108,-0.24304,0.36276,0.0016308,-0.30055,0.17445,0.12715,0.048328,-0.17344,-0.1898,0.16661,-0.23475,0.011737,0.042446,-0.13689,-0.057471,-0.12809,-0.19461,0.023853,-0.11454,0.080655,0.035475,-0.0022787,0.019699,-0.090241,-0.13409,-0.11997,0.068227,-0.11949,0.016249,-0.19659,-0.019034,-0.023136,0.0047505,0.056837,-0.071798,-0.070598,0.0017161,-0.17512,0.010083,-0.071658,-0.011787,-0.10163,-0.040734,-0.039711,0.19066,-0.005284,-0.049875,0.02785,0.19854,0.32669,0.034202,-0.070692,0.15208,-0.11252,0.20124,0.13671,4,3
-0.030336,0.14185,0.01312,0.18004,-0.29491,0.2308,0.17822,-0.18405,-0.22207,-0.051378,-0.12258,0.0084765,0.21464,-0.14215,0.078122,0.087689,0.014683,-0.0070815,-0.063837,0.050741,-0.012485,-0.055378,0.033616,-0.12093,0.23239,-0.0072851,-0.16574,0.12729,-0.034628,0.045394,0.06132,0.093198,-0.0016924,-0.13148,-0.16275,0.057901,0.021702,0.16325,0.19937,0.10612,-0.002088,0.032624,-0.0010631,-0.041123,0.19676,0.056157,-0.084607,0.0071697,-0.0084117,0.24913,0.033121,0.14685,-0.0038137,0.032544,0.12691,0.072832,-0.18318,0.036114,0.04206,0.1042,-0.030076,-0.034395,-0.21407,-0.18607,-0.054701,-0.060553,0.19203,-0.040491,0.027628,-0.1945,-0.10603,0.00094753,-0.16913,0.16186,-0.22423,0.37179,0.0016563,-0.28281,0.1775,0.13323,0.04243,-0.17476,-0.19463,0.17299,-0.22307,-0.0078045,0.054031,-0.14521,-0.063352,-0.14465,-0.21481,0.032844,-0.1118,0.067011,0.026844,0.004997,0.015666,-0.094394,-0.15055,-0.11341,0.079276,-0.11615,0.027108,-0.19747,0.0050552,-0.016774,0.0052931,0.07479,-0.065519,-0.075711,-0.0021052,-0.17751,0.017364,-0.067015,-0.029885,-0.097621,-0.030932,-0.034491,0.17999,-0.00381,-0.042088,0.011959,0.20326,0.31788,0.046452,-0.072495,0.14402,-0.11171,0.19153,0.15778,4,3
-0.044104,0.12464,0.012669,0.1723,-0.28402,0.21537,0.18052,-0.18503,-0.2239,-0.062194,-0.11676,0.0060587,0.22192,-0.12197,0.065491,0.068315,0.0060694,-0.0052956,-0.068556,0.042894,-0.017278,-0.042023,0.060752,-0.12486,0.23397,-0.024344,-0.14233,0.12735,-0.025869,0.035867,0.064016,0.080862,-0.0036203,-0.13062,-0.17688,0.051195,0.016976,0.17219,0.19716,0.082685,0.0056367,0.021609,0.03179,-0.065402,0.18699,0.040995,-0.093332,0.0001897,-0.028651,0.26058,0.020034,0.15113,-0.010039,0.051711,0.11995,0.04935,-0.19762,0.056032,0.044017,0.12098,-0.052657,-0.042992,-0.21363,-0.18669,-0.03587,-0.049702,0.19174,-0.044864,0.025351,-0.18584,-0.086709,0.014063,-0.18751,0.16774,-0.24115,0.36588,0.0018131,-0.30209,0.18116,0.11682,0.04479,-0.18574,-0.19492,0.16192,-0.22824,0.014551,0.037357,-0.13062,-0.068595,-0.13965,-0.20955,0.030265,-0.12238,0.078059,0.026934,0.0076337,0.0013823,-0.11175,-0.14723,-0.1109,0.072901,-0.12652,0.01251,-0.20835,-0.014305,-0.029199,0.0028713,0.062588,-0.07527,-0.09865,-0.0041465,-0.17346,0.012776,-0.055805,-0.010686,-0.10259,-0.037492,-0.042152,0.1879,-0.0097308,-0.065599,0.037596,0.20187,0.32463,0.043581,-0.074654,0.16209,-0.1193,0.19751,0.13309,4,2
