-4.643,0.41028,1.7,-0.27254,-0.21572,-1.8518,-0.34168,0.51392,0.11818,-0.20866,0.60506,-0.50422,0.11603,0.21809,-0.17138,-0.41897,-0.22135,-0.016899,-0.039319,-0.19413,0.46053,0.11482,0.34674,-0.036744,0.29184,0.13794,0.1355,0.0076969,-0.074069,0.34612,0.1399,-0.048974,0.068284,3
-4.7266,0.412,1.7366,-0.63316,-0.47435,-0.54559,0.21966,-0.063758,-0.051776,0.33273,0.77832,-0.19038,0.73345,0.20517,0.19906,-0.38269,0.16768,0.31037,-0.062794,0.015705,0.084962,-0.11191,0.0096272,0.085027,-0.031476,-0.049672,0.13668,0.062186,-0.20899,-0.0078075,0.19889,0.07254,0.053757,3
-0.63873,1.9356,1.8337,-1.1751,0.98992,0.91144,-0.73846,0.70804,0.19933,0.38924,0.064339,-0.56645,-0.12948,0.27246,-0.042982,0.29726,0.39834,0.31966,0.089684,-0.30028,-0.0017838,0.15285,0.17042,-0.18442,0.12379,0.035284,-0.043436,0.15912,0.027114,0.11697,0.17574,0.024714,-0.47856,2
-5.5819,-0.2665,1.7208,-0.12611,-0.40912,-2.3019,0.39879,0.037786,0.073979,-0.020247,0.38736,-0.41655,-0.40329,0.06938,-0.12676,-0.060265,-0.29948,0.34845,-0.38003,-0.077368,0.1917,0.38599,-0.056073,0.24214,0.30432,-0.20402,0.13221,0.050006,-0.19243,0.039106,0.27952,0.20118,-0.05708,1
-2.9727,0.85728,1.8588,-0.40341,-0.11967,2.1371,0.24726,0.003105,0.39278,0.16442,0.3057,-0.18251,0.59513,0.095755,-0.015317,-0.28664,0.16701,0.1657,-0.10513,-0.015042,0.34319,0.4283,0.048528,0.11458,0.17378,-0.17981,0.018122,0.44669,-0.1074,0.055946,0.072626,-0.051865,-0.050935,3
-3.8957,0.1613,1.8643,-0.15442,-0.46129,1.4603,1.0329,-0.76524,0.32385,0.1389,-0.05476,0.36602,0.29598,0.081046,-0.031332,-0.67523,0.085991,-0.056472,0.023844,0.55138,0.041985,-0.031989,0.060853,-0.23856,0.041441,0.154,0.030413,-0.11596,-0.056831,0.0090646,-0.063198,-0.13939,-0.11563,2
3.9698,-3.853,2.8683,-1.5895,-1.6929,-0.33911,0.096836,2.534,0.71684,-0.14187,0.00043187,0.66158,-0.038928,-0.14342,-0.14092,-0.51022,-0.56523,0.35604,0.70697,-0.73478,0.13129,-0.085196,0.041033,-0.26387,0.23931,-0.158,-0.08444,-0.15782,0.14177,-0.5418,0.086305,-0.70334,0.14925,1
-2.3721,0.89225,0.84277,0.57473,0.32457,2.1953,-0.039167,0.14051,0.37699,-0.066033,0.24154,-0.183,0.26146,0.31534,0.16906,0.025881,0.3243,0.0002311,0.07352,-0.065635,-0.14247,0.22118,0.15812,0.1736,-0.07385,0.13255,-0.053556,0.039147,0.17209,0.10864,-0.0062441,0.053849,-0.16021,3
-4.3492,0.27617,0.71333,1.4272,0.14301,-0.69331,-0.080688,0.28622,0.035931,0.094981,0.54265,-0.40225,0.43152,0.36513,-0.050669,-0.39542,-0.070011,-0.30426,0.25947,0.094157,0.13846,-0.078709,0.18131,-0.20101,-0.1104,0.093824,0.30402,-0.047169,0.070415,0.12794,-0.21872,-0.17612,0.060668,3
5.0175,0.39741,1.125,1.681,-1.1892,-0.27897,-0.40553,-0.72397,-0.33097,0.2517,-0.92658,-0.57771,0.25022,0.45303,-0.17004,-0.030322,0.47786,0.26253,0.26329,0.58614,0.43768,0.030647,0.10059,-0.14887,-0.016997,-0.33367,-0.1558,-0.23441,0.30666,-0.0077147,-0.024572,0.088348,-0.34115,2
-3.7535,0.19591,0.87533,0.63075,-0.62332,2.2325,0.59319,-0.17165,-0.34079,-0.39028,-0.073594,0.29934,0.066776,-0.026957,0.13584,-0.015194,0.16925,-0.091683,0.31536,-0.050846,-0.061441,0.1916,0.080732,-0.059993,0.10677,0.060651,-0.082807,0.16497,-0.21191,0.14182,-0.045485,0.11373,0.20731,1
-5.087,-0.42369,1.8722,0.91107,-0.80901,1.3585,1.9344,-0.73963,-0.90127,0.29944,-0.35308,0.18643,-0.56335,-0.43044,-0.31296,0.23209,-0.046805,0.14252,0.093021,0.0037657,-0.30631,0.081694,-0.2212,-0.29362,0.13818,-0.072938,-0.027845,0.13352,-0.045222,0.033693,-0.13294,0.015398,-0.26281,2
2.2665,2.3037,1.7524,0.90809,1.7868,1.0438,0.37204,-0.06597,1.0622,-0.2928,1.0011,-0.17181,0.24644,0.08891,0.042987,0.10612,-0.19703,0.21018,0.056511,-0.50158,-0.43875,-0.30256,0.058053,0.27982,-0.22418,0.17361,-0.47732,-0.30693,0.14868,0.19449,-0.26204,-0.096326,-0.20685,1
3.5898,0.40566,2.1175,1.2434,-1.4119,1.1603,-0.30801,-0.25858,0.17728,-0.88873,0.13822,-0.19502,0.67751,0.24486,0.20297,0.10446,-0.39625,0.35071,-0.44949,0.29363,-0.58574,0.098828,-0.062789,-0.11977,0.059085,-0.21509,-0.011468,-0.070553,-0.02242,-0.18379,0.3421,-0.44912,-0.13888,1
-3.9765,0.42557,1.8011,1.1037,-0.12333,0.50692,-0.35318,0.068596,-0.89931,0.64767,-0.025788,0.19434,-0.01331,0.151,0.10171,-0.32644,-0.0025443,0.098854,0.24336,0.13922,-0.19078,-0.019592,-0.15264,-0.11775,-0.049945,0.1795,-0.076964,0.098869,-0.076912,-0.11967,-0.072342,-0.074096,-0.16243,1
4.7957,0.60788,2.0907,1.6861,-1.6801,-0.02362,-0.7169,-0.68412,-0.27849,-0.095302,-0.37475,-0.47893,0.045381,-0.23071,-0.10248,0.050409,0.65417,0.2187,-0.057154,0.14235,0.36219,-0.096908,0.061956,0.0095247,-0.082524,0.093172,0.36607,-0.35222,0.092239,0.081384,-0.12967,-0.078861,-0.076795,0
-4.701,-0.47797,-3.2222,1.3307,-0.10633,-0.69517,-0.22221,0.4792,-0.54113,0.47385,0.40199,-0.39671,0.075178,0.02795,-0.091497,0.031884,-0.14489,-0.2182,-0.025493,-0.077031,0.15635,-0.078626,-0.19184,-0.021412,-0.057933,-0.21265,0.10552,0.050854,0.14416,-0.076604,0.036735,0.058561,0.20964,3
-3.4334,-0.74009,-3.066,0.94962,0.18529,0.65798,-1.4397,-0.40753,0.095233,-0.10457,-0.39961,0.6968,0.32499,0.068106,0.070896,-0.40206,0.10451,0.028967,0.34407,0.23204,-0.10986,-0.29558,-0.129,0.068051,-0.077473,0.088098,-0.04271,0.092976,0.16887,-0.087736,-0.19326,0.071971,0.051856,2
-3.9458,-0.33308,-3.1621,0.90274,-0.063487,0.82668,-0.12789,-0.27683,-0.33265,0.73196,0.24299,-0.04376,0.53062,0.027837,-0.17499,-0.63175,0.062766,0.16419,-0.044715,-0.086377,0.011602,-0.41799,-0.067771,-0.091992,0.077961,-0.27417,-0.11849,0.11515,-0.048854,0.056803,0.21326,0.023354,-0.17541,1
1.9376,1.2014,-3.0906,0.54791,1.6878,1.7741,-0.34124,0.039464,1.2096,0.12308,0.47441,-0.16786,-0.10445,-0.24685,0.1352,-0.0027245,0.033673,0.41501,0.08617,0.076565,-0.087714,-0.048392,-0.22247,0.062573,0.12188,-0.30993,-0.18132,0.012961,0.30369,-0.070377,0.061269,-0.18163,0.24136,1
-3.3387,-0.28056,-3.0314,0.47031,-0.65196,2.3598,0.12002,0.44365,-1.0303,-0.17272,-0.43905,0.38149,-0.441,-0.099202,0.13053,0.68044,0.1338,-0.053184,0.36431,-0.066413,0.015223,0.12132,0.16128,0.075622,0.1504,0.14497,-0.039944,-0.098534,0.028926,0.12911,0.23447,0.013193,0.17536,1
3.5767,2.7285,1.7689,0.34944,-0.13334,0.093314,0.55163,0.83761,-0.6617,-0.99516,-0.056981,-0.67612,0.22586,0.26184,-0.11749,-0.24985,-0.10472,-0.20351,0.046537,0.10567,-0.61253,-0.34814,-0.15943,-0.041598,0.2464,0.25886,-0.059974,-0.038832,0.11794,0.23561,0.10131,-0.046876,0.13887,3
-4.8158,0.24246,1.7628,0.35013,-0.22489,-0.38114,0.30697,-0.13406,-0.217,0.29773,0.32024,0.24782,0.055842,-0.29753,0.017801,-0.025156,-0.32531,-0.23943,-0.27015,0.49313,0.14949,-0.30322,-0.1286,-0.14108,-0.28768,-0.086647,-0.17416,0.0056301,0.33184,-0.32702,-0.17999,-0.08699,0.12878,2
