2.012800,-0.755440,3.000000
2.012800,-0.755920,3.000000
2.012600,-0.755930,2.000000
2.012900,-0.757030,1.000000
2.006400,0.244930,3.000000
2.007000,0.244380,2.000000
2.020400,-1.755900,1.000000
0.999060,1.238500,3.000000
0.998310,1.237700,3.000000
0.999460,1.237200,2.000000
0.999470,1.238600,1.000000
1.999500,1.245000,2.000000
1.999500,1.245000,1.000000
1.999500,1.245500,1.000000
1.999300,1.245200,1.000000
1.999800,1.244900,0.000000
-3.000100,1.210700,3.000000
-3.001700,1.209700,2.000000
-3.000900,1.210800,1.000000
-3.001800,1.210500,1.000000
-3.000600,1.210200,1.000000
2.006300,0.245370,3.000000
2.006400,0.244630,2.000000
2.005800,0.243540,2.000000
2.006800,0.244350,1.000000
2.019800,-1.755000,3.000000
2.019900,-1.757700,3.000000
2.020100,-1.756700,3.000000
2.020600,-1.756000,1.000000
2.014000,-0.755680,3.000000
2.012800,-0.756010,3.000000
2.013900,-0.756340,3.000000
2.013000,-0.755740,2.000000
2.020500,-1.756400,3.000000
2.020600,-1.755700,3.000000
2.019800,-1.755600,2.000000
2.019800,-1.755600,1.000000
2.020900,-1.756800,1.000000
2.005800,0.244390,3.000000
2.007300,0.244470,3.000000
2.006600,0.244550,3.000000
2.006900,0.245200,0.000000
2.019700,-1.755300,3.000000
2.020100,-1.755000,3.000000
2.019900,-1.756300,3.000000
2.020400,-1.755500,2.000000
2.019500,-1.756300,2.000000
2.019900,-1.756100,1.000000
2.019600,-1.755500,0.000000
1.999400,1.245600,3.000000
1.999100,1.245200,3.000000
1.999400,1.244800,3.000000
1.999900,1.245300,2.000000
1.999500,1.245300,1.000000
1.998900,1.245400,1.000000
1.999500,1.243900,1.000000
1.998900,1.245200,1.000000
2.020800,-1.756500,3.000000
2.020900,-1.755300,3.000000
2.019900,-1.756000,2.000000
2.020800,-1.755400,1.000000
2.020300,-1.755700,1.000000
2.019000,-1.755200,3.000000
2.019700,-1.756500,3.000000
2.019300,-1.755700,3.000000
2.020500,-1.758000,3.000000
2.020700,-1.757700,2.000000
2.019700,-1.756200,2.000000
2.019500,-1.755300,2.000000
2.019600,-1.756000,1.000000
-1.000600,1.224700,3.000000
-1.000700,1.223900,2.000000
-1.000900,1.223800,2.000000
-1.000700,1.224900,1.000000
-1.000600,1.224200,1.000000
1.999400,1.243800,3.000000
1.999400,1.244700,3.000000
1.999300,1.245000,3.000000
1.999000,1.245100,1.000000
1.999700,1.244400,1.000000
1.999800,1.245500,3.000000
1.999200,1.244800,3.000000
1.999500,1.245300,3.000000
