2.012300,-0.754510,-0.186640,-0.172180,0.293650,-0.261010,0.106620,3.000000
2.012900,-0.757340,-0.009904,0.108330,-0.034484,-0.028398,-0.038989,3.000000
2.012200,-0.756810,-0.028218,0.134080,-0.159240,-0.005852,-0.078569,2.000000
2.012400,-0.757150,-0.061712,-0.027219,0.160830,0.088236,-0.061135,1.000000
2.006500,0.243830,-0.173330,-0.015103,-0.029257,-0.008341,0.071750,3.000000
2.006200,0.243070,-0.067549,0.160070,-0.097657,0.007507,-0.025018,2.000000
2.019700,-1.754800,-0.099364,-0.128730,0.028301,-0.001938,0.103390,1.000000
0.999130,1.238900,0.077920,-0.096182,-0.046017,0.032393,0.153750,3.000000
0.999190,1.236900,-0.176460,0.111560,0.044238,-0.057819,0.016702,3.000000
0.999280,1.237500,0.075796,0.047187,-0.184630,0.035805,-0.060955,2.000000
0.999310,1.237100,-0.035201,0.033956,-0.009259,0.188490,0.081404,1.000000
1.999100,1.244700,0.038671,0.239770,0.065902,0.030573,0.035488,2.000000
1.999100,1.245500,-0.124260,-0.141000,-0.069587,0.033073,0.120620,1.000000
1.999400,1.245000,-0.071807,-0.060955,-0.067038,-0.041287,0.068566,1.000000
1.999600,1.245000,0.066174,0.050321,-0.124190,-0.047734,-0.031983,1.000000
1.999200,1.245100,0.084291,0.058292,0.100920,0.069884,-0.024517,0.000000
-3.001100,1.210000,-0.053752,-0.048396,-0.041056,-0.052633,0.051422,3.000000
-3.001100,1.209900,0.189140,0.111200,-0.090468,0.055106,-0.014947,2.000000
-3.001300,1.210100,-0.073316,-0.071743,-0.001921,-0.184560,0.111840,1.000000
-3.001100,1.210700,0.087168,-0.049158,0.016613,0.119760,0.070946,1.000000
-3.000600,1.211000,0.115830,-0.154810,0.027054,0.084434,-0.076180,1.000000
2.005800,0.244980,0.003510,-0.110810,0.034073,0.134600,-0.042720,3.000000
2.006500,0.244490,-0.175970,-0.094746,-0.033701,0.004125,0.045766,2.000000
2.005600,0.243720,-0.028519,0.049833,-0.008352,0.019567,0.032384,2.000000
2.006100,0.243610,0.057678,0.039639,-0.153300,-0.029443,-0.037621,1.000000
2.019000,-1.754200,0.023096,-0.112690,-0.141000,0.107730,0.158900,3.000000
2.019300,-1.756000,-0.217430,-0.059227,0.010506,0.010947,0.090680,3.000000
2.019200,-1.757600,-0.159990,0.142000,0.171920,-0.069555,0.009985,3.000000
2.019800,-1.756600,-0.038511,0.185520,0.082800,0.045002,0.078086,1.000000
2.014000,-0.756530,-0.007574,-0.077679,0.086821,0.197340,-0.162050,3.000000
2.012300,-0.756480,-0.166700,-0.092832,-0.020199,-0.175940,-0.053303,3.000000
2.013200,-0.754740,0.111250,-0.141630,-0.026516,0.021403,-0.111060,3.000000
2.013500,-0.756620,-0.237850,0.077488,-0.084164,-0.054550,-0.116300,2.000000
2.019400,-1.757100,-0.069035,-0.045101,0.041308,0.232310,0.133470,3.000000
2.019800,-1.757300,-0.240580,0.028116,-0.040039,-0.108240,0.029830,3.000000
2.019200,-1.756300,0.031003,0.116610,0.095948,0.075081,-0.061795,2.000000
2.018500,-1.756700,-0.005505,0.109580,-0.014057,0.086926,-0.009026,1.000000
2.019500,-1.757300,-0.299460,-0.074108,0.077437,0.179020,0.007384,1.000000
2.005700,0.244240,0.008445,-0.003535,-0.132230,-0.073606,0.001148,3.000000
2.006100,0.244490,-0.144040,-0.062536,0.112300,-0.154890,0.049383,3.000000
2.005700,0.245540,0.023782,-0.014734,0.142560,-0.097427,0.068471,3.000000
2.006000,0.245260,0.148410,0.132960,0.187740,-0.099285,0.084081,0.000000
2.020000,-1.754900,-0.148020,-0.140900,-0.135530,0.042877,0.053558,3.000000
2.019600,-1.753600,-0.201050,-0.082380,-0.047797,-0.021511,0.167320,3.000000
2.019600,-1.757000,-0.179990,0.044616,0.018079,-0.056433,0.015575,3.000000
2.020000,-1.755600,0.048480,-0.032254,-0.197640,0.044457,0.000779,2.000000
2.019700,-1.757100,0.080411,0.228000,-0.082281,-0.130720,-0.042763,2.000000
2.019800,-1.754800,0.028410,-0.078433,-0.011966,-0.048884,-0.067148,1.000000
2.019300,-1.753400,0.270190,-0.029111,-0.004174,-0.057561,-0.039103,0.000000
1.999200,1.245100,-0.152360,-0.047879,-0.109250,0.147780,0.052948,3.000000
1.999700,1.243400,-0.265920,-0.014629,-0.185220,0.065218,-0.065865,3.000000
1.999000,1.244100,-0.234270,-0.100250,-0.038563,-0.139240,0.056290,3.000000
1.998600,1.245600,-0.027615,-0.119640,-0.022920,-0.016558,0.077810,2.000000
1.999500,1.244700,0.079409,0.230530,0.071407,0.025175,0.113330,1.000000
1.998700,1.245500,-0.021595,-0.154840,-0.085974,0.069486,0.063225,1.000000
1.999100,1.243800,-0.133600,0.067443,-0.046980,0.051973,0.030291,1.000000
1.998800,1.245400,-0.147970,-0.106230,-0.105390,0.004280,0.098329,1.000000
2.019600,-1.755300,-0.022007,-0.053812,-0.137090,0.065760,0.009624,3.000000
2.020300,-1.756700,-0.150150,0.094445,-0.020284,-0.032565,0.011838,3.000000
2.019700,-1.756000,0.085431,0.106440,-0.126950,-0.076518,0.014404,2.000000
2.019400,-1.754900,0.088770,-0.045696,-0.008408,-0.073781,0.036914,1.000000
2.019700,-1.755800,-0.248630,-0.017027,-0.052746,-0.077726,0.087539,1.000000
2.019800,-1.756000,-0.245840,0.006411,-0.200180,0.010410,0.052687,3.000000
2.019500,-1.757200,-0.237860,0.009306,-0.106320,-0.051189,0.045108,3.000000
2.019000,-1.756200,-0.182820,0.002786,-0.045090,0.026740,0.116910,3.000000
2.019600,-1.756800,-0.220700,-0.015417,0.046709,-0.035032,-0.053873,3.000000
2.019600,-1.756800,-0.076764,0.072997,0.013482,0.061872,-0.076505,2.000000
2.019900,-1.756500,-0.129780,0.001203,-0.069906,0.135050,-0.046724,2.000000
2.020100,-1.758100,-0.145930,0.183240,-0.144420,0.089488,-0.069095,2.000000
2.019700,-1.756500,-0.001488,0.129560,-0.129080,-0.050994,-0.082683,1.000000
-1.000300,1.223300,-0.193270,0.070731,-0.053598,0.068896,-0.079921,3.000000
-1.000700,1.223800,-0.038154,0.103610,-0.034160,-0.009981,0.102720,2.000000
-1.001100,1.221400,-0.066562,0.238310,-0.181820,0.003011,-0.062335,2.000000
-1.000300,1.224400,-0.163410,-0.008152,-0.108480,-0.007855,0.038387,1.000000
-1.000500,1.222600,-0.065577,0.072486,-0.020160,-0.057243,-0.018032,1.000000
1.998500,1.244600,0.072205,-0.010093,0.056081,-0.044654,0.088372,3.000000
1.999400,1.243600,-0.197840,-0.040336,0.004310,0.032838,0.001215,3.000000
1.999100,1.245500,-0.032926,-0.073090,0.080624,-0.084561,0.076174,3.000000
1.999000,1.245100,0.175280,0.135850,-0.014182,-0.031715,0.051060,1.000000
1.999500,1.243200,-0.256450,0.062607,-0.089639,0.012610,-0.002774,1.000000
1.999500,1.244200,-0.089212,-0.069783,-0.052092,0.033727,0.068901,3.000000
1.998200,1.244100,-0.379010,-0.214630,0.054829,-0.013730,0.128160,3.000000
1.999700,1.244800,-0.178650,-0.071762,-0.072604,-0.022671,0.052798,3.000000
0.019329,-1.769800,-0.111450,-0.016842,0.122520,-0.013773,0.027030,3.000000
0.019032,-1.768700,-0.101130,-0.188390,0.137250,-0.173920,-0.055745,3.000000
-0.980280,-1.777500,-0.100000,-0.024604,0.046264,-0.131500,-0.018673,3.000000
-0.979880,-1.776000,-0.027542,-0.064464,-0.005706,-0.087720,-0.116400,3.000000
-0.980130,-1.777600,0.073145,0.014457,0.064455,0.122140,-0.028042,3.000000
-0.980330,-1.775900,0.031869,-0.123320,0.228740,-0.039056,0.020168,1.000000
1.998500,1.244300,0.123710,0.151150,-0.133960,-0.091562,0.042388,3.000000
1.999200,1.242100,-0.222580,0.239930,0.092741,-0.036390,0.005425,3.000000
1.998600,1.246600,0.138340,-0.090021,-0.019912,-0.133880,0.099826,2.000000
1.999000,1.244000,-0.129690,0.053937,-0.192530,0.093570,-0.060307,1.000000
1.999400,1.245900,0.019325,-0.095311,-0.056540,-0.001699,-0.039848,1.000000
1.999600,1.244900,-0.103270,-0.086303,-0.073746,0.081364,0.017512,1.000000
-0.980260,-1.775800,-0.012164,-0.061681,-0.025866,-0.021991,0.063183,3.000000
-0.979910,-1.774300,0.167490,-0.121880,-0.073551,0.024369,-0.002635,3.000000
-0.979990,-1.775600,0.163500,-0.048312,-0.136370,-0.087578,-0.088120,2.000000
-0.980320,-1.774700,0.183290,-0.073950,-0.100810,0.032300,-0.000594,2.000000
-0.980530,-1.774400,0.160940,0.006923,-0.140990,0.001831,-0.048593,1.000000
