-0.526950,-2.641256,0.761822,3.000000
-1.442969,0.128807,-0.057850,3.000000
1.865397,3.054272,-1.475984,2.000000
1.135696,-0.783499,-2.085918,1.000000
1.216541,-0.146504,-0.173360,3.000000
1.960236,2.880706,0.283427,2.000000
0.342398,-2.150760,-0.384307,1.000000
0.035082,-1.872544,-0.635541,3.000000
-0.059419,-3.787155,0.481950,3.000000
0.929620,1.846512,1.296736,2.000000
-0.220396,-0.301326,-1.943183,1.000000
1.127597,0.969538,-0.416053,2.000000
0.176861,-0.984264,-1.015300,1.000000
-0.600393,0.695797,-1.457810,1.000000
-0.464703,-0.137513,-1.457946,1.000000
-5.813024,2.424028,1.085565,0.000000
-0.075150,-1.587240,0.546783,3.000000
1.509184,2.611346,0.680573,2.000000
0.550362,0.325790,-1.757320,1.000000
0.580992,0.238317,-0.672058,1.000000
0.465816,-0.354836,-0.607262,1.000000
0.359420,-1.296822,-0.150404,3.000000
0.991357,-1.035189,-0.171815,2.000000
1.845967,1.303513,0.933823,2.000000
0.483966,1.236985,-0.359581,1.000000
-0.356036,-0.203239,-0.108971,3.000000
1.593839,-0.679168,0.834025,3.000000
0.645590,-3.353598,0.447743,3.000000
0.649463,0.788698,-2.652758,1.000000
-1.101110,-0.961878,0.652957,3.000000
1.061587,-1.037163,0.935385,3.000000
0.018317,-1.017240,-0.650826,3.000000
1.377933,-0.398053,-0.212544,2.000000
-0.519318,-1.855138,1.462318,3.000000
1.255884,-0.145437,1.511183,3.000000
0.683809,1.874604,0.716514,2.000000
2.627254,-0.199036,-3.031062,1.000000
0.459597,-0.864452,-0.411231,1.000000
0.674339,-0.453601,2.051120,3.000000
-1.165852,-1.089429,0.715702,3.000000
-0.193617,-0.606206,0.149846,3.000000
-3.545889,1.201373,0.476652,0.000000
-0.372294,0.333058,0.985727,3.000000
-0.316339,-1.115625,0.858219,3.000000
1.075954,-1.044906,-0.457850,3.000000
1.968234,1.591422,-0.552139,2.000000
0.648892,1.480591,1.362575,2.000000
-0.439969,0.044625,-1.150082,1.000000
-1.299695,0.223642,-0.177520,0.000000
-0.413410,-0.020178,-0.580717,3.000000
1.724096,0.516849,1.559453,3.000000
-0.111224,-2.733540,1.309036,3.000000
2.513710,-0.114152,-3.331099,2.000000
0.962526,-0.345776,-1.189154,1.000000
1.062366,0.573365,-0.675112,1.000000
0.272741,-0.547593,-1.555751,1.000000
2.117244,0.734800,-1.123862,1.000000
1.506317,-0.919029,0.266733,3.000000
-0.237791,-1.888517,-0.883026,3.000000
1.728784,2.822403,1.460858,2.000000
0.798713,0.050607,-1.269781,1.000000
-0.528643,-1.063411,0.476825,1.000000
-0.240475,-3.189118,2.522328,3.000000
1.062772,-2.010308,1.229986,3.000000
0.089844,-1.549810,3.008396,3.000000
-1.836362,-0.892668,0.238032,3.000000
1.436078,1.442807,2.827586,2.000000
-0.089829,-1.009644,-0.259449,2.000000
1.928640,2.328012,-0.507148,2.000000
0.485348,-0.973936,-0.395655,1.000000
0.015504,-1.249877,-0.778486,3.000000
2.571551,2.799575,-1.066670,2.000000
3.363648,2.238605,1.621710,2.000000
0.218948,0.433127,-0.866948,1.000000
0.197121,-0.384225,-1.193059,1.000000
0.072131,-0.994801,-0.220624,3.000000
0.256776,0.615572,0.526435,3.000000
-1.595959,-0.609671,-0.126367,3.000000
