2.338980,0.245212,0.249561,3.000000
1.269274,0.478037,-1.193530,3.000000
-2.202467,-1.733238,0.533716,2.000000
1.612442,-1.248973,2.481536,1.000000
1.030401,-1.410662,0.123889,3.000000
-3.626201,-1.648106,-1.010465,2.000000
2.283120,-0.326777,0.193953,1.000000
0.955423,-1.001188,-0.045848,3.000000
3.690412,0.879880,-0.052932,3.000000
-2.165514,-1.475953,-1.047228,2.000000
1.150799,0.634272,2.555856,1.000000
-1.597557,-1.612737,1.338162,2.000000
1.636825,0.491158,0.421437,1.000000
-1.045879,-0.012587,1.750943,1.000000
0.204077,0.318611,1.295334,1.000000
-2.689532,3.841032,-0.620976,0.000000
1.127904,-0.908504,0.311700,3.000000
-2.326080,-1.959734,-1.506276,2.000000
0.142698,-1.408518,1.914664,1.000000
-0.059415,-1.285358,0.738359,1.000000
-1.066977,-0.484027,0.065038,1.000000
1.225316,-1.843358,0.868715,3.000000
0.033559,-0.769788,-0.675424,2.000000
-0.854849,-1.817438,-0.977852,2.000000
-1.914201,-0.524236,0.091037,1.000000
-0.450373,1.023355,1.256462,3.000000
1.876808,-2.483169,-1.235097,3.000000
4.727610,-0.343819,-0.870316,3.000000
-0.715341,-0.788634,2.457461,1.000000
1.721030,0.744531,-1.847937,3.000000
0.759697,-1.076423,-0.004896,3.000000
0.989076,-1.073717,0.102031,3.000000
0.187393,-1.167096,0.557228,2.000000
0.988523,0.273770,-0.381337,3.000000
2.992239,-0.721202,-0.126808,3.000000
-2.020185,-0.043840,-0.070792,2.000000
-0.870973,-2.417779,2.706120,1.000000
1.520651,0.165560,1.531638,1.000000
0.464176,0.035884,-1.566592,3.000000
1.161623,1.391999,-1.296889,3.000000
-0.481603,0.862055,-0.681771,3.000000
-3.708037,3.563898,0.134556,0.000000
0.278598,0.481062,0.061056,3.000000
2.215694,0.969366,-0.473064,3.000000
1.618003,-0.731575,0.582405,3.000000
-1.614863,-2.063452,0.756969,2.000000
-2.360134,-1.274212,-2.060851,2.000000
-0.381161,0.734872,0.963683,1.000000
-0.345229,2.191662,0.793512,0.000000
1.172006,0.420091,0.706761,3.000000
0.968033,-1.474506,-2.623477,3.000000
2.588640,1.083406,-1.315689,3.000000
0.888100,-2.033499,0.931284,2.000000
-0.673683,-1.045119,2.295189,1.000000
0.428887,-0.850950,0.470994,1.000000
0.279516,-1.830828,1.845579,1.000000
-1.005116,-2.649574,0.656295,1.000000
0.335145,-1.452576,0.023298,3.000000
0.547231,-0.168531,0.449403,3.000000
-2.440817,-1.347732,-1.542260,2.000000
-0.141296,-0.809172,0.712218,1.000000
1.721104,0.309691,-0.545460,1.000000
3.320348,-0.489665,-1.404122,3.000000
1.770487,-0.405035,-1.089031,3.000000
0.748388,0.163647,-1.183099,3.000000
1.352794,0.923522,0.089071,3.000000
-1.045044,-2.002517,-1.742165,2.000000
0.856353,0.277905,1.069142,2.000000
-3.623333,-2.100376,-0.279310,2.000000
0.376036,-1.067329,0.277481,1.000000
1.087335,-0.844863,0.330428,3.000000
-2.752252,-3.216301,0.278462,2.000000
-2.162245,-2.886797,-1.798324,2.000000
0.077697,0.427501,1.022750,1.000000
0.440867,0.112222,1.866853,1.000000
0.604613,-0.698285,-0.185162,3.000000
0.199250,0.314962,-0.064052,3.000000
0.811715,1.245459,0.602651,3.000000
0.211478,-0.884671,1.188490,1.000000
-0.517877,0.247042,-1.320153,1.000000
1.089849,-0.065732,0.187422,3.000000
1.906909,0.032595,-0.695082,3.000000
2.929902,1.001782,-0.856728,3.000000
-0.170285,-1.540567,-1.984134,3.000000
1.125124,2.631486,-0.744880,3.000000
1.646864,0.340884,0.033426,3.000000
-0.787630,0.649784,-1.476662,3.000000
-0.086250,0.161663,-0.135630,3.000000
-0.106698,0.977140,1.454380,1.000000
-0.150258,-1.716910,-0.291989,3.000000
0.059790,-0.968106,0.038701,3.000000
0.027719,-2.366786,-0.285611,2.000000
-0.089945,-1.739354,3.441705,1.000000
-0.038186,-1.231378,2.403088,1.000000
1.477617,-0.295816,-0.367689,1.000000
2.002832,-0.758880,-0.963464,3.000000
2.030039,1.330947,0.576763,3.000000
0.179667,-0.780871,-1.694965,2.000000
-1.613485,-0.112898,-0.846021,2.000000
-2.066164,1.751758,1.993199,1.000000
1.642655,-0.133234,0.488497,3.000000
1.299341,0.356247,-0.828479,3.000000
1.258584,-0.020638,0.896589,3.000000
1.718890,-0.011998,-2.019506,3.000000
0.161588,1.043350,-1.626784,3.000000
-0.028060,0.044592,-0.750259,3.000000
-0.545697,-0.396509,-2.062523,2.000000
-0.404246,-2.024203,2.997054,1.000000
1.775135,-0.325970,1.904182,1.000000
-1.881746,2.933088,0.154624,0.000000
0.195356,-0.416173,-1.060197,3.000000
1.129667,0.811772,-0.974094,3.000000
-2.366031,-2.079878,-0.999762,2.000000
-1.504340,-1.194761,-1.809689,2.000000
-0.291359,-0.667938,3.452842,1.000000
-0.781213,-0.931769,0.907928,1.000000
0.336563,0.364119,-1.257115,3.000000
1.608222,-0.457854,-1.035842,3.000000
-1.638762,-1.686462,-2.194928,2.000000
-0.033978,-2.125068,-0.548858,2.000000
0.318182,-1.354326,2.965298,1.000000
-0.657425,0.577250,1.719351,1.000000
-2.314647,-2.081783,1.696732,1.000000
-2.410431,4.025758,-0.279930,0.000000
2.444518,-0.223787,-1.865519,3.000000
2.047353,0.377400,-0.869247,3.000000
0.516273,-0.937267,-0.493585,3.000000
-2.974869,-1.497125,-1.944742,2.000000
2.057743,-2.951494,0.376036,3.000000
-2.280874,-0.268258,-0.757767,2.000000
-2.075254,-1.027491,0.492718,2.000000
0.160285,-0.560571,-0.196110,1.000000
-0.409767,-1.293038,-0.643696,3.000000
-1.155285,-2.092879,-2.809127,2.000000
1.012791,-0.221952,2.102035,1.000000
0.477035,1.165105,0.552481,1.000000
1.479485,-1.307743,0.808292,3.000000
-0.652115,-0.723314,-1.783172,2.000000
-1.897088,0.605569,-1.473460,2.000000
1.505526,1.328993,1.459377,1.000000
